address,eth_balance,total_txs,sent_txs,received_txs,sent_to_contract_txs,received_from_contract_txs,external_txs,internal_txs
0x43d1b5983292a3322bc0ba8acf5fb29e752eca3f,6.019894982189171,1,0,1,0,0,1,0
0x43d2008329e6e22899daa08f7170d3b90aa9c5de,0.0,1,0,1,0,0,1,0
0x43d210f15e720713493439eec5f1222687c14cc4,0.11096548398918361,12,12,0,6,0,12,0
0x43d2cf587f2dd7853a60d6a53032b1217e6ad8a4,0.17848431385467997,5,5,0,5,0,5,0
0x43d5480cce0d71731af085ba3abb089b538523b4,1.094989123918e-05,2,1,1,1,0,2,0
0x43d55e6ea282aff6caaebaabae38b5698f1323b4,1.805471981195e-06,1,1,0,1,0,1,0
0x43d7f0929d8e630e24720024c2c156d79a2de6cf,0.11043738174307803,1,1,0,1,0,1,0
0x43d8353f77a48da561ca9e3daceee2ddb1e865ea,0.0,1,1,0,0,0,1,0
0x43dd2d462fab380c06c0a6948474d84bbaedf32f,0.000735286735796921,1,0,1,0,0,1,0
0x43de2d77bf8027e25dbd179b491e8d64f38398aa,0.171,6,0,6,0,0,6,0
0x43dee9ab37cf5edd795891322873a472efadf79e,0.20096882820159742,2,2,0,2,0,2,0
0x43dfc508a7040eaffdc7668aacff562003b04711,0.017364624535683864,2,2,0,2,0,2,0
0x43e040f910c3fa3b29c0bab0068090d8d6334d12,0.000188256540454687,1,1,0,1,0,1,0
0x43e059abd08923f2f442392261583ce7236098f6,0.009959902387706167,1,1,0,1,0,1,0
0x43e287510ef0dad6bc2b97a8ea2782a526a5fe6d,0.0046310862905084,1,1,0,0,0,1,0
0x43e4715ae093a4c86b5ecddb52216c4f879e9672,1.6217528834932726,4,4,0,4,0,4,0
0x43e4ad0a721079617cf35b3b83da158a773a66dc,0.005177926642609593,1,1,0,1,0,1,0
0x43e754e637ac83556907d8e47ef57e5b5a92f15f,0.00025387351376,1,1,0,1,0,1,0
0x43e830b94c2a48e76de8d86460f56005e3ff6a1c,0.000348317167492855,6,3,3,0,0,6,0
0x43e97d27d3151603bce512e53364d3a1f10d9875,0.000300023615264036,2,1,1,0,0,2,0
0x43e9ee82c7972be88ff08e23163b135fbe18f5e0,5.726795581e-06,2,1,1,0,0,2,0
0x43eb7addbaf4c956439da05959373077caace039,3.6827765392798e-05,2,2,0,2,0,2,0
0x43edb88c4b80fdd2adff2412a7bebf9df42cb40e,0.0,1,0,1,0,0,1,0
0x43ee0243ea8cf02f7087d8b16c8d2007cc9c7ca2,0.0,1,0,1,0,0,1,0
0x43ee35d5542f5b826fa92832bd97caff153675a8,0.0,3,0,3,0,0,3,0
0x43f4373b343d56f5a8668169c58aaea746f26559,0.005240628921042018,1,0,1,0,0,1,0
0x43f755122fc484f928dfca4be0abe8472d80542e,4.188509531e-06,1,1,0,0,0,1,0
0x43fb7e7e55cc8f1c22d29fd47f49f6c8f21f9f25,0.0,1,0,1,0,0,1,0
0x43fd66aecda214950c94f7ab0df2868f2a6f0175,0.00029744379020786,1,1,0,1,0,1,0
0x44087e105137a5095c008aab6a6530182821f2f0,0.0,7,0,7,0,0,7,0
0x440c4c9b19b643cf584b113d7e43e0503306049c,0.000218735812973657,3,3,0,3,0,3,0
0x440e199d0bb5b4a47fb1c91f9dd36ee29e83ed3a,0.0,1,1,0,0,0,1,0
0x4413fc7bd0fb59f0ad74e25e88e0fa4d41501af1,0.17030908810880965,1,1,0,1,0,1,0
0x44151e75925860be5dba0d0f705d03abb6e6bbd9,1.6214983722578256,5,5,0,5,0,5,0
0x441557c210917df03bb02834add37fd2920e6c98,0.0,1,1,0,0,0,1,0
0x441761326490cacf7af299725b6292597ee822c2,0.0,2,0,2,0,0,2,0
0x4417e42cd727741e8f64ca30930db6d1ce0f2226,0.017905990359462123,2,1,1,1,0,2,0
0x4419480491a3dbc219a0651a01a262f4b60b5ada,1.67237922684e-06,2,1,1,0,0,2,0
0x4419775d28c27ca320e9bc972020f674012c01ea,0.0,2,1,1,0,0,2,0
0x441dc51b74059e259b83c33b2db567760d2f1e1c,4.044812890415354,2,2,0,2,0,2,0
0x441ef52fd7c6fce813fd03d5d9588666983038d1,1.2002577357e-05,1,1,0,0,0,1,0
0x44230b1c301809ca154678df52b125b81de62920,0.18618860028596323,2,0,2,0,0,2,0
0x4426ba0d083ed507a8fd0f918d0455d07435c6b9,3.001e-06,3,2,1,1,0,3,0
0x442b5336ad45a898db0d5071ec0ef2b501bbc57e,0.0098460984014104,1,1,0,1,0,1,0
0x442bbf999114b7824c71d60f580c5eccdd5a2584,0.044422454134547366,1,1,0,1,0,1,0
0x442c70ef6b1e715aa3f4b305983d159d415f4c49,0.09664562815031423,4,4,0,4,0,4,0
0x4430db7cf67d115aed94db9ad420239fd48aaf47,1.889682208845e-06,1,1,0,1,0,1,0
0x443142987c0c65e131ae654ad4aa2b87c871c313,0.009933907439048224,1,0,1,0,0,1,0
0x443176c2781d0e0cc1c7aed2bd4d09931a159b7a,0.007206034226587616,2,0,2,0,0,2,0
0x44335cc09edb257fba580e5771efc79d4033026a,0.000128600175811,18,9,9,0,0,18,0
0x44338fabd567e900cb47efd6eae964d8c35bc34c,2.7012174094967e-05,1,1,0,1,0,1,0
0x4437d9efb54f33c6123777337539f358e7bd8a74,0.01395777359336192,2,1,1,0,0,2,0
0x443e63ac40044246f0518efed7f66c82aa3ee9fb,0.005167930154646127,2,2,0,2,0,2,0
0x4441cbde7d898ac792244bc74d98b60df4ec271e,2.7657851616086e-05,2,1,1,1,0,2,0
0x444444a7eef5c5182a29e76f69814e324e6621fc,4.322051373805546,1,1,0,1,0,1,0
0x4444a9c952c7d24259b6bb96c6132e549dda7662,0.016339797599979566,1,1,0,1,0,1,0
0x4445917601cd799d5667aad17bb346cdd2a447ce,0.03584191047567924,1,1,0,1,0,1,0
0x4447acf42caebfd0b1e5dd5d63f45e1bf642638c,0.26962391387019485,2,0,2,0,0,2,0
0x444a4f743a1ec426d313e26196cdd404e9ea06d9,1.38223300931e-06,1,1,0,1,0,1,0
0x4455143402b26aa4a2ccdd5f52be9551c8511d16,0.0,1,1,0,0,0,1,0
0x445f16314284b43dfa1fd3cd77b9dea4a1bebd97,3.56e-05,8,0,8,0,0,8,0
0x44606f525ce9caf1d0545eba27a2652a087fbc90,0.010000719701374,1,1,0,0,0,1,0
0x44627463413bc2dd296e42136a32516b57dfe86c,476.8977218701099,1,1,0,1,0,1,0
0x4463084c01ed22e8320d345b357721ae525db93f,0.0,1,0,1,0,0,1,0
0x4463372b4db78ce43a445f1930d7bbabcf7aa8a9,2.332763286e-06,3,3,0,2,0,3,0
0x446894f71bc3d0cf4c13725db7a8d735a37b483c,1.972288563e-06,1,1,0,0,0,1,0
0x44689c7de6bda8c97a085c68f651ab974aa04ca7,0.006740661417310298,2,1,1,1,0,2,0
0x446c9033e7516d820cc9a2ce2d0b7328b579406f,0.0,1,0,1,0,0,1,0
0x44701804d5965fdae496fd85fb562fb055097352,1.211090181e-06,1,0,1,0,0,1,0
0x4470539e07c91b48fd4b52ce653e3805bb517d0e,1.2821454050193597,1,1,0,1,0,1,0
0x44709a920fccf795fbc57baa433cc3dd53c44dbe,0.0,1,0,1,0,0,1,0
0x44799bc144074481157e499d1af2ceeaeef08eae,1.352495151e-06,1,1,0,0,0,1,0
0x448140c25155f47b225c5e3e6f6c649975d4905c,0.02271835293547712,1,1,0,1,0,1,0
0x448166a91e7bc50d0ac720c2fbed29e0963f5af8,9.692450563199621,10,10,0,10,0,10,0
0x448556610e6c9a16c31029fd4260a3ab600da82b,7.1825377275181e-05,2,2,0,1,0,2,0
0x448940fbabd4cc9872578e4891542325df877f46,0.0,1,0,1,0,0,1,0
0x448966a9a627fdf1a9e45a3d63f023961cce6efc,8.1488320788e-06,3,1,2,0,0,3,0
0x448c8ae210837f16315d3cf9a8f16a681ee8f2d5,0.005713009035027744,1,1,0,1,0,1,0
0x448cd40237531ff24edd9b650dce7499631e622a,0.00816187479189643,1,1,0,0,0,1,0
0x4492cc66d8bfc9fbeb46e17a08d615ae9ebdca58,0.0499521235121718,1,1,0,0,0,1,0
0x449436d2fa07f61224040bcf04974cb468c1bb06,0.0,2,1,1,1,0,2,0
0x449664003a94b5664ef78b5fed4f8ed7dabae9df,7.7382e-05,1,0,1,0,0,1,0
0x44971abf0251958492fee97da3e5c5ada88b9185,0.0,2,0,2,0,0,2,0
0x449ae6b396c0fd54111bb59abe3ede1423476349,0.000642447772845307,1,1,0,1,0,1,0
0x449e8fd0aa3336089eac0c7eeec4386996fecf4e,0.0,2,1,1,0,0,2,0
0x44a29f2934a55c1ab6e2c2c62dd68c28b695d704,5.647958085867662,2,0,2,0,0,2,0
0x44a68d3ab95c010f5e7141a0480b01a71919131a,0.000103114572721,1,0,1,0,0,1,0
0x44a72754b072998e14ae22609ee30231d33c6ec5,0.986834900068483,2,2,0,2,0,2,0
0x44a8d1f9a16ce315f6ee224887b0ac79a60fc770,0.22008439053568382,1,1,0,1,0,1,0
0x44a9b36c73328c9e5f607e7bc2f26ca509f4c4f8,0.012721201316252812,4,2,2,2,0,4,0
0x44ae16f49e70cc06aa8bbfccfe65ca7f754f8436,1.6703942777616227,1,1,0,0,0,1,0
0x44affdf87abfb1dba08e444141bd21b4380fa35f,255.33202439404218,9,0,9,0,0,9,0
0x44b25f401a6863b91d52214e198dd8ca65457242,0.0,1,1,0,0,0,1,0
0x44b299ecafa8f0be96b5f179b203ef7829e06f16,4.140617483744643,7,7,0,7,0,7,0
0x44b49a71f9938c83e91f737a83b392b6e3feb51e,3.283376586e-06,2,1,1,0,0,2,0
0x44b61cb86aa7659c46f64eac16cbf951f7bed59e,0.0,4,4,0,2,0,4,0
0x44b9849f535f408a1e6f3449a1cfd75b925300ad,1.6e-05,2,1,1,0,0,2,0
0x44bb0c5fb48458553baf9ff1738deaba995fe833,8.9652276e-08,1,1,0,0,0,1,0
0x44bcd0b9847dd647dd6b8bf9ce113447bfb1bc67,0.00139163621440209,1,0,1,0,0,1,0
0x44bd257ba5ff4a7fd7677f21b795802514bc56eb,0.030863557278184454,1,1,0,1,0,1,0
0x44be77430c890d4280984d0dfee009a9e46b1c93,6.016992377825e-06,1,1,0,1,0,1,0
0x44c207f5e916985819abee60a11ee1405a783f6c,0.0,1,1,0,0,0,1,0
0x44c33d3187648f28c31f3e8f5f9389d232f3b4db,0.0,3,1,2,0,0,3,0
0x44c3fe5cac81e443c0cde027f53d66cbf46da61b,0.003864587377838896,2,2,0,2,0,2,0
0x44c92678067e7af4181947a4de97e1a70d69c53b,1.404522063e-06,1,1,0,0,0,1,0
0x44ca986fae2e79dce4a5cc7c5b7e0be4cf043732,0.012308541449805,2,1,1,0,0,2,0
0x44cdf416f6933fae4ebcf6602f1bf39764626327,56.03221163852886,6,6,0,4,0,6,0
0x44cfeb7aad36fcd86837f992890aa52bd13f0fd9,0.1090400444500662,2,2,0,2,0,2,0
0x44d31591b8822d6d89e7bc7b63a629bda3751a5b,7.19572581e-07,1,1,0,0,0,1,0
0x44d3b44293c178385b3c35fb3e585dbc1fc994ae,0.0,1,1,0,1,0,1,0
0x44d512d1b9cc6e569f5e9bed5c57bdea4afadbe7,0.000211487504411014,1,1,0,1,0,1,0
0x44d66288b71b48242852c9ca35c6c61280781792,2.890587446486767,4,4,0,4,0,4,0
0x44d7cd78f83c9279f4bccec030f7744b2332256d,0.0,1,1,0,0,0,1,0
0x44dba95839ad50b78c344bb00531d0a662341af8,0.0,2,1,1,0,0,2,0
0x44de244ad771296e3f763edb1c9c3c0bd95e1554,0.00296719152734373,2,2,0,2,0,2,0
0x44e1bee8aa01a6a7a221b71821d4972d0618cdef,1.715907186e-06,1,1,0,0,0,1,0
0x44edbe8f602f6a41ba243e76bffdd1deee2ced94,9.1403414267125e-05,1,1,0,1,0,1,0
0x44f2fb8a88f67ee12ec8456fc626eb8c0071c8fe,9.70113375e-07,1,1,0,0,0,1,0
0x44f3c6bee5f3669488927fdc6b715d5aaac909f7,0.0,2,2,0,2,0,2,0
0x44f49ff0da2498bcb1d3dc7c0f999578f67fd8c6,0.0,3,0,3,0,0,3,0
0x44f8b55d7183271c3635741cf97e7edc0ee4b719,1.1001500000334e-05,2,1,1,1,0,2,0
0x44faf4f5a8e52914c0f3e6bac03fde00100af57c,0.0,5,5,0,5,0,5,0
0x44fc9740bf02c6a38c8e06a525e693246b4c5ede,0.0015520273956541,1,0,1,0,0,1,0
0x44fd1f9bc922551dfbbdc75d25a7933e67811625,2.0196078124505e-05,2,1,1,1,0,2,0
0x44fd8257f246a9eb64acebcb8c7f2b9f1bc04f88,0.0,1,1,0,0,0,1,0
0x44fe2f6c4ed5cf502538cbbcd99bf98d2289c698,0.000760689373064093,1,1,0,0,0,1,0
0x44fee18f6c2dc25eb211f8153a7d835e48a4bacb,0.000511034017346795,1,1,0,1,0,1,0
0x44ff8620b8ca30902395a7bd3f2407e1a091bf73,0.0,2,0,2,0,0,2,0
0x4502693ee95ce13b6f6095288038ab58e03e83e6,0.0,1,1,0,0,0,1,0
0x4507838b413f59ca57016e7acb54d4b5d9e2b6cf,3.116536248e-06,1,1,0,0,0,1,0
0x4507cef57c46789ef8d1a19ea45f4216bae2b528,0.0,1,0,1,0,0,1,0
0x4507fb1c269454a896185f3802d2e1267731506f,1.826444886e-06,1,1,0,0,0,1,0
0x45085217d3d6d330917971efb1125e616c9d6b97,3.2337705939e-05,3,2,1,1,0,3,0
0x450b1671a6628122d2c07d8ed82acabbf6cb380e,1.530803043e-06,1,1,0,0,0,1,0
0x450c2f53a4a138238f1eaea92512ec7c86207a97,0.005612006829999005,2,2,0,2,0,2,0
0x450ec22cde6a75d3c7cc309a0702fcec84be3ebb,0.05549710312304089,1,1,0,1,0,1,0
0x45118b56d5066a6352d78d15f795cfab33c4def3,0.0,1,0,1,0,0,1,0
0x45129a67990b967e0fad925a492507b6b14999a7,0.001624792423044858,4,4,0,4,0,4,0
0x45169ea1d640102fbd6ddfdf0c9416365ad7fb95,0.0,1,1,0,1,0,1,0
0x451bd7813909b899da6ebec55e8ff823c057e14a,0.1,2,0,2,0,0,2,0
0x451e9a27c1a38b5b8d343023d37a2fdb0182a764,0.0,2,1,1,0,0,2,0
0x451f120e20e4b28923b1363cb25da7c20ee83872,1.574140502e-08,1,1,0,0,0,1,0
0x452653a754bdb056e9b5ac4b5cef159488dbe19d,0.0,1,1,0,1,0,1,0
0x45279c2872651310827586f5ce2ea1def4821369,0.017663591477080492,1,1,0,1,0,1,0
0x452a6056d48b8fa3f363d34fe3d59b23407b292a,2.480418529e-06,1,1,0,0,0,1,0
0x452a90b44fdc26f9ad2aa418143a6c51fe13e935,0.000154220172014992,1,1,0,1,0,1,0
0x452e42506e9d84778e933d12f58950511ea35519,1.3166279826e-05,2,1,1,0,0,2,0
0x452f41977251a85b6b9bce4e72f99ebea9abad8c,0.0,3,3,0,2,0,3,0
0x45300136662dd4e58fc0df61e6290dffd992b785,1740.3539812192078,26,8,18,0,0,26,0
0x45312ea0eff7e09c83cbe249fa1d7598c4c8cd4e,1e-18,11,0,11,0,0,11,0
0x4532555d790caf17c27fe7e91bb550e647afd799,3.054818983e-06,14,7,7,0,0,14,0
0x45332eee9b495b1dda896fd53112eaacc10b2c19,0.1461918342467342,1,1,0,1,0,1,0
0x453a31b7b0c97f3f65de2426f43f95edd08e3291,0.0,2,1,1,0,0,2,0
0x453c591f6367392818df9cbb03b331e01fc9c767,8.2630636194e-05,1,0,1,0,0,1,0
0x453dd3e0b737ae50aaf0f42f067c0f7ff29c3dbc,0.04179485168114535,2,2,0,2,0,2,0
0x4540625d1b5382a1bb236ba7e90a43464d28be35,0.0,1,0,1,0,0,1,0
0x4540f0e81f9d93c5b8415eb55f1e64b21ca46ab7,4.74901970165e-05,2,1,1,0,0,2,0
0x45410bf40b805a0bc85c56990adfb02321c9748f,7.999911429306513,2,1,1,0,0,2,0
0x4541354cc0f7f6299ba5b1b6bedf6ae13b1d2ab7,1.7402236455e-08,1,1,0,0,0,1,0
0x45414ae1f01d3491966f1be0a08a27ff80552ab7,0.000987282169096809,2,1,1,1,0,2,0
0x45418530e5b9fd8f6cc55e0d8f266cc58e244e62,0.000361253075293603,1,1,0,1,0,1,0
0x4542f699390b2ca749e1fe32c649b3371f513553,0.020129191895918903,1,0,1,0,0,1,0
0x4544a682b796aed633ff56082ce0b74337144b53,2.0196078124505e-05,2,1,1,1,0,2,0
0x4544fc7468abc8fee3f3c80a6805f34c1b5bb47a,8.892290255483e-06,1,0,1,0,0,1,0
0x4549ddae00df112ce6b1877df5d6c5d02a6d1527,0.06,1,0,1,0,0,1,0
0x454b2efd277cc3bc0c411246dc73ca1015fd29c4,1.38858195e-06,1,1,0,0,0,1,0
0x454e623483487510febfe97af532a557ecd36717,0.0,4,3,1,0,0,4,0
0x454ef2f69f91527856e06659f92a66f464c1ca4e,13.340971514757207,6,6,0,6,0,6,0
0x454efbc568031a0b6fbba5dd6a6eecd42f1fa044,0.000874913620798494,1,1,0,1,0,1,0
0x454fdfcb51e3e38072b8fd26feb2a76a48ed565a,0.0,1,1,0,0,0,1,0
0x4551f8b04a6e907f4c5a58a04f0e3d8cf50788cd,6.9098106e-07,1,1,0,0,0,1,0
0x45536ef66b93faa1bc26f508d8033332238acb41,4.7434301328e-05,1,1,0,0,0,1,0
0x45547f98456ac64960cc3e273e56030bf137ed63,2.538735444e-06,2,1,1,0,0,2,0
0x4555e6741113935f342e5478e6af925fb393d1b3,2.002409888896e-06,1,1,0,1,0,1,0
0x45566f587153221f6460ddde45d8261460d9cdc4,0.002116975009286425,1,1,0,1,0,1,0
0x455882c9569d23ba03ccc1a35421c0c4475d55f9,2.0284959485e-08,1,1,0,0,0,1,0
0x4558e88c5a972244c995ae4dd95a84fc790355f9,0.7531372144359509,10,9,1,9,0,10,0
0x455a3098758ce99105b5c03399d6b420debe67c4,8.83751689514e-07,1,1,0,0,0,1,0
0x455bf23ea7575a537b6374953fa71b5f3653272c,0.15173698792316756,9,0,9,0,0,9,0
0x455e53cbb86018ac2b8092fdcd39d8444affc3f6,0.0,10,0,10,0,0,10,0
0x455e65edefcbbfd6467df60a3604c12a646f50f8,0.021058091548398113,1,0,1,0,0,1,0
0x455efc2f03a4336fb0b37f69193fa5791332aae2,5.962942862444e-05,1,1,0,1,0,1,0
0x4561412f3be165b8d1a401cb3e1e5a22118bbcee,0.001264731973651469,3,2,1,2,0,3,0
0x4562be0944c2cf58c8078546264fbcea1a251c15,2.067428685e-06,1,0,1,0,0,1,0
0x4563461614434ff119698eb854628396ad7ad5e3,2.938830710548e-05,1,1,0,1,0,1,0
0x456712d3b763f429087fa4d8e104e2ececa639c4,0.005,2,2,0,2,0,2,0
0x456c3e2a46cc94a557544fb1f9852fd43076c5b7,0.0,2,0,2,0,0,2,0
0x456d6fec565c093535d5953b09b9311776928e0b,0.0,2,1,1,0,0,2,0
0x4570d7fc132ad35a0f8db38bac991c3e29ee1f02,0.007549394021522102,1,1,0,1,0,1,0
0x4572a34036ad029fad6f6160636958ec463171a6,0.01634012825060516,1,1,0,1,0,1,0
0x4572a9044dba381f645f5f9410ac39440e33d85c,0.0,1,1,0,0,0,1,0
0x45738bfd9cfc2d9646795c9e4327ff80e49490ab,1.871671368e-06,2,1,1,0,0,2,0
0x4575f41308ec1483f3d399aa9a2826d74da13deb,0.0,4,0,4,0,0,4,0
0x45788de74aa9adc918a4cf2f7b3766c5c63ef9ef,0.001708472842604824,1,1,0,1,0,1,0
0x457b8e7b20e7bfb02a8eff14c09f6fb90b4d8d59,0.0,4,2,2,0,0,4,0
0x457ffc88b4550f36e6a5efc12d3d7418a336703b,113.41243693139631,2,1,1,0,0,2,0
0x458026eaa38968feeb256edd38165234ed901a1b,0.0,2,1,1,0,0,2,0
0x45804880de22913dafe09f4980848ece6ecbaf78,0.0,9,0,9,0,0,9,0
0x4580818238c73c12724a1b311d4629f590f7ec04,3.275210863e-06,2,1,1,0,0,2,0
0x45892dfbda3b9ce0513412168a947eca8af21a1b,0.0482456850163302,2,1,1,1,0,2,0
0x458974bd6bbcb7b241883d69b0e95f0854531a1b,5.024520537e-07,1,1,0,0,0,1,0
0x4589ea6bda971af40906f5a931259d397e5a1a1b,1.8475238775e-08,1,1,0,0,0,1,0
0x458bf909f29c1889daaa50f8fd6426c560fbf16c,0.000126088573655904,2,1,1,1,0,2,0
0x458c2a06ba8dc3def078513ad98e9da8ced39e02,3.9232422380882688,98,71,27,0,0,98,0
0x458e1a581ea1c48284b2f15ae9ed9529031c5e20,6.360410464e-06,2,2,0,2,0,2,0
0x458e2f25aa970b89c81084ab5a1efbd368bd85e4,0.001042288639660508,1,1,0,1,0,1,0
0x458e433ae998f687d5ec323077521fc2721c5e20,12808.748126798737,4,0,4,0,0,4,0
0x458f33b481405be241dd06504ce2f7489d270285,1.209094489708811,2,2,0,2,0,2,0
0x4590790069965ea0a9e054a0c4f0a30e3d793f56,1.53191409e-06,1,1,0,0,0,1,0
0x45909ca616aed1abc77a7dc7fe49831641786895,0.000155996559678388,2,2,0,2,0,2,0
0x459138aeae740b5ee91c18c46e1aac33108e6fec,3.070831323e-06,2,1,1,0,0,2,0
0x4592623e537c0a775ca10c00fd7f9e356ef16f9b,0.001119074577063866,1,1,0,0,0,1,0
0x4594467601ce92b0d94fc5112722131a535ef0c7,4.157534725632e-05,1,1,0,1,0,1,0
0x4594e36886d58ad7f0b70f511f2b26646fe913d7,3.4072210218065573,2,2,0,2,0,2,0
0x459508f7a3f782d1bfafd22f3e5162f5575ae4a3,0.004376825631444109,2,2,0,2,0,2,0
0x4596594d17219d6f7c99cdd76ab3af26018604d5,0.00198261078788,1,1,0,0,0,1,0
0x4597b38150097be04d76e1baa00f9d81c71d11cc,3.43446306e-07,1,0,1,0,0,1,0
0x45985b9743d7c5c2ff21917de83151c062d144e9,0.0,1,1,0,1,0,1,0
0x4598b5fb54fe8a59d55c628f8f1f421735a78541,7.83117552e-07,1,0,1,0,0,1,0
0x45a10edbff076794430529fbcdfb341aa990e61c,3.028477977e-06,4,2,2,0,0,4,0
0x45a48fe63b4b50b9ac69413f02b807d6cf01015e,0.014215459677148708,2,2,0,2,0,2,0
0x45a9820a5c32bbebece507a67232622761c1b476,1.44578964264e-06,1,1,0,0,0,1,0
0x45a9d76c6b5f48890a6d1606bc178303f8021d6a,2.735595180152e-05,2,1,1,1,0,2,0
0x45ae521d9c86ec040744117412dc220aa0c9c1fa,1e-09,1,1,0,0,0,1,0
0x45b2425559aa4a4ed4088d4b5ab6b0edd4ab702d,0.002533517786475137,1,1,0,1,0,1,0
0x45b2f01c1df1875dd5052380d0a616694b30f2b4,2.668368696e-06,1,1,0,1,0,1,0
0x45b3bef495dd1e154c95cc696a2b8f8b0ce68e7e,0.00115108490051119,1,1,0,0,0,1,0
0x45c0e306b5d691b094f46803922552d5089e4408,0.7013490448078742,1,1,0,0,0,1,0
0x45c18360f9602ed740843c8541b4347c6bfe50cd,1.7219328e-06,3,1,2,0,0,3,0
0x45c1fed961177dbdfcc83cc7887a6c2ddbf2b52c,0.013990157448302,1,0,1,0,0,1,0
0x45c20edc698c00ca524f4213e47914be06aa3087,0.0,2,2,0,1,0,2,0
0x45c3b59001d03e65e70410f47d38dadecbd84e6c,0.01301888985148393,4,4,0,4,0,4,0
0x45c4bb8d7e21bb2c601073d009d30fa224d2abfd,2.232175932e-06,2,1,1,0,0,2,0
0x45c9f2c13526325cf5151d738fe3f4cbbe442ee3,3.7281589262625e-05,4,2,2,1,0,4,0
0x45ca8f6d7b6cdd13effb1cd06829d1d9273a8913,0.0,2,0,2,0,0,2,0
0x45cb7a251dd47b783b3d158ede330c8f76ac9fb1,0.0,1,1,0,0,0,1,0
0x45d1ef009a662f20606885fba6e2772022a03291,1.247084874e-06,1,1,0,0,0,1,0
0x45d490a9451134a21e6e32734f0ebcf21ab84ce5,0.0,2,2,0,2,0,2,0
0x45d50b462d58afe99669b35b97f017b410e68f24,5.4613543551e-05,5,2,3,0,0,5,0
0x45d618f495319757aabce26aa3eec3d1ff1e34e3,0.000385983652532134,2,1,1,0,0,2,0
0x45d84a7a6853f59be5c8e2fa2e0101161b4386aa,2.596096524e-06,1,1,0,0,0,1,0
0x45db9de488391c0bf7074b00eec8c2c8bd1eb04a,1.727053614000829,2,2,0,2,0,2,0
0x45e4e65b471a3841cb2bf4c57ebd02624d5a4788,2.385667746e-06,1,1,0,0,0,1,0
0x45ebb17a27133a0fbe7eba54eb092d8d405a0399,2.950769703e-06,2,1,1,0,0,2,0
0x45ee5bbbcd3828ce6f8e8dd1dbaca4c4cc75b318,1.984863804e-06,1,1,0,0,0,1,0
0x45f20f6135cbfc9d803b516a08ba3aa902a443e4,1.91588082e-06,1,1,0,0,0,1,0
0x45f41bdd1fb7d613385c06a74999363f2940dc93,0.0,1,0,1,0,0,1,0
0x45f56482a19b5a5477220f677273811517bec50b,0.327139533494732,1,1,0,0,0,1,0
0x45f56b603dfd8bf63284858dd5a5041de164d342,0.0,1,1,0,0,0,1,0
0x46000c1f6f47fb15cd707ffa1d4453a11eb451d9,1.477746310329497,1,0,1,0,0,1,0
0x4603180bbb8221157880afaa84638e0fc467738d,5.269959358434572,5,5,0,5,0,5,0
0x4606dd2488d74f2cb07f5e50427a8c760d9c8183,0.0,1,0,1,0,0,1,0
0x4608815e893f098a2bca2649b260e58828f23038,0.00024859702174076,1,1,0,1,0,1,0
0x4608a0d8f770c78a4c9e554a0f893567a650f485,0.004424425265606268,1,1,0,1,0,1,0
0x4609dc715959be4b76775600885cac92f31726bc,0.012970315659136068,2,2,0,2,0,2,0
0x460bc9ca7e4a65fea904c805e696452f1db28fb5,0.0,2,1,1,0,0,2,0
0x460ca75c9d42c64e066bc33cd1f0abe6706688c1,0.4244520470365813,1,1,0,1,0,1,0
0x460de4fa7ca05e72a040bf0fc5a7cf624f47d889,6.532480096e-06,2,2,0,2,0,2,0
0x460dea041d0f3e9eddc8fea7a4fdd01dd047d889,0.00073399537330616,1,1,0,1,0,1,0
0x4614124624ba9105b0d790c51cfdf2ad5e5d9ce0,0.007796029285350376,1,1,0,0,0,1,0
0x461523d99cfaed5751bfe37244c4170881826743,0.0,1,1,0,0,0,1,0
0x46187698198fa02f071d999347fe0db2ee79934b,1.3355170283308169,2,2,0,2,0,2,0
0x461b16c517e49ebd2abcb331d0e08486147c3471,0.012748552627745342,1,1,0,1,0,1,0
0x46201096841f7bd5244149a7de63aa27ef180f6d,1.332868803e-06,1,0,1,0,0,1,0
0x462357ac6f0aa69866cca953823801d1f285188f,1.593076464e-06,1,1,0,0,0,1,0
0x4623a574bd93761be8c7fdba7bd651edc463c79e,1.5489126114e-05,2,1,1,0,0,2,0
0x46255146f2a7dfb05e42cb1de9098187e8e39e21,0.0,2,2,0,2,0,2,0
0x4631fe6dbf496ff7c567ff60eda529273e4a02d8,0.000120594461828148,1,1,0,0,0,1,0
0x46340b20830761efd32832a74d7169b29feb9758,24817.62602399437,301,301,0,157,0,301,0
0x4634865b782bee72f88479f92fda980a233f1019,0.0,1,0,1,0,0,1,0
0x46349f7d6debc4da600f72265630a4583f3a0e4e,4.006670051519071,1,0,1,0,0,1,0
0x46354936f21381583e3a352d3291f4e9f14bc476,0.0,4,4,0,4,0,4,0
0x4636ec0e7b09dc25b18c2544951c37e713eb7129,0.00054943456292054,1,1,0,1,0,1,0
0x463928d45ed7e052b62ee86999c6d75f861e1944,0.1657155016066651,10,10,0,10,0,10,0
0x463e5b673d1029989c9b059d36393c539bef9094,1004.2475681732806,2,2,0,0,0,2,0
0x46462be25a43df8edf4c922306afe4aca4245304,0.026470904741893574,3,3,0,3,0,3,0
0x464719f50366b03b93e195e68ae71509d3c6ba69,0.000904486663901736,1,1,0,1,0,1,0
